nome,link,licenza,formato,versione,openAccess,fileID
locandina%2018%20maggio%202021.pdf,https://iris.unitn.it/retrieve/handle/11572/325919/513329/locandina%2018%20maggio%202021.pdf,,application/pdf,abstract,False,locandina201820maggio202021pdf17
GECT_EUREGIO_volIMPRENDITORIAfemminile_ITA.pdf,https://iris.unitn.it/retrieve/handle/11572/325923/513340/GECT_EUREGIO_volIMPRENDITORIAfemminile_ITA.pdf,,application/pdf,versione editoriale,False,GECTEUREGIOvolIMPRENDITORIAfemminileITApdf18
Bonoldi2020_Article_DoInheritanceRulesAffectVoterT.pdf,https://iris.unitn.it/retrieve/handle/11572/257972/319144/Bonoldi2020_Article_DoInheritanceRulesAffectVoterT.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Bonoldi2020ArticleDoInheritanceRulesAffectVoterTpdf19
1-s2.0-S0021782420301203-main.pdf,https://iris.unitn.it/retrieve/handle/11572/277772/486605/1-s2.0-S0021782420301203-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0021782420301203mainpdf20
Buon%20uso%20fine%20mondo.pdf,https://iris.unitn.it/retrieve/handle/11572/293813/418260/Buon%20uso%20fine%20mondo.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Buon20uso20fine20mondopdf21
staa479.pdf,https://iris.unitn.it/retrieve/handle/11572/293776/418081/staa479.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,staa479pdf22
staa3337.pdf,https://iris.unitn.it/retrieve/handle/11572/293764/418052/staa3337.pdf,,application/pdf,versione editoriale,False,staa3337pdf23
btaa016.pdf,https://iris.unitn.it/retrieve/handle/11572/257927/318957/btaa016.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,btaa016pdf24
131041.2-20200319171850-covered-253bed37ca4c1ab43d105aefdf7b5536.pdf,https://iris.unitn.it/retrieve/handle/11572/257924/318952/131041.2-20200319171850-covered-253bed37ca4c1ab43d105aefdf7b5536.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,131041220200319171850covered253bed37ca4c1ab43d105aefdf7b5536pdf25
AVI20_mancinietal.pdf,https://iris.unitn.it/retrieve/handle/11572/280915/383294/AVI20_mancinietal.pdf,tutti i diritti riservati,application/pdf,postprint,False,AVI20mancinietalpdf26
ECCM18_full%20paper_Fredi.pdf,https://iris.unitn.it/retrieve/handle/11572/280960/383407/ECCM18_full%20paper_Fredi.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,ECCM18full20paperFredipdf27
PegorettiEccm2018.pdf,https://iris.unitn.it/retrieve/handle/11572/280962/383411/PegorettiEccm2018.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,PegorettiEccm2018pdf28
Mitologie.pdf,https://iris.unitn.it/retrieve/handle/11572/293924/418558/Mitologie.pdf,tutti i diritti riservati,application/pdf,abstract,False,Mitologiepdf29
09323150.pdf,https://iris.unitn.it/retrieve/handle/11572/293983/418801/09323150.pdf,tutti i diritti riservati,application/pdf,postprint,False,09323150pdf30
EPRS_STU(2020)654191_EN.pdf,https://iris.unitn.it/retrieve/handle/11572/329834/522826/EPRS_STU(2020)654191_EN.pdf,,application/pdf,postprint,False,EPRSSTU2020654191ENpdf31
11533-7_SolanoMeshkiniBovoloBruzzone_A4.pdf,https://iris.unitn.it/retrieve/handle/11572/293969/418760/11533-7_SolanoMeshkiniBovoloBruzzone_A4.pdf,tutti i diritti riservati,application/pdf,postprint,False,115337SolanoMeshkiniBovoloBruzzoneA4pdf32
EPSC2020-599-print.pdf,https://iris.unitn.it/retrieve/handle/11572/293974/418774/EPSC2020-599-print.pdf,,application/pdf,postprint,False,EPSC2020599printpdf33
2020%20EURAM%20Frigotto%20Palmi%201175_Paper_0114040541.pdf,https://iris.unitn.it/retrieve/handle/11572/280850/383130/2020%20EURAM%20Frigotto%20Palmi%201175_Paper_0114040541.pdf,,application/pdf,versione editoriale,False,202020EURAM20Frigotto20Palmi201175Paper0114040541pdf34
GT20%20F01%20Forlati_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/280858/383143/GT20%20F01%20Forlati_2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,GT2020F0120Forlati2020pdf35
02%20Curzel.pdf,https://iris.unitn.it/retrieve/handle/11572/281090/383807/02%20Curzel.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,0220Curzelpdf36
Colombo_Per%20un%20canone%20della%20prosa%20italiana.pdf,https://iris.unitn.it/retrieve/handle/11572/281120/383897/Colombo_Per%20un%20canone%20della%20prosa%20italiana.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,ColomboPer20un20canone20della20prosa20italianapdf37
09183606.pdf,https://iris.unitn.it/retrieve/handle/11572/281122/383901/09183606.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,09183606pdf38
2020_BMC%20Medicine.pdf,https://iris.unitn.it/retrieve/handle/11572/283777/392104/2020_BMC%20Medicine.pdf,,application/pdf,versione editoriale,False,2020BMC20Medicinepdf39
An_Approach_to_Unsupervised_Detection_of_Fully_and_Partially_Destroyed_Buildings_in_Multitemporal_VHR_SAR_Images.pdf,https://iris.unitn.it/retrieve/handle/11572/280990/579940/An_Approach_to_Unsupervised_Detection_of_Fully_and_Partially_Destroyed_Buildings_in_Multitemporal_VHR_SAR_Images.pdf,,application/pdf,versione editoriale,False,AnApproachtoUnsupervisedDetectionofFullyandPartiallyDestroyedBuildingsinMultitemporalVHRSARImagespdf40
EbraismoGrandeGuerra.pdf,https://iris.unitn.it/retrieve/handle/11572/281037/383676/EbraismoGrandeGuerra.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,EbraismoGrandeGuerrapdf41
Franchi%202020%20Klio%20The%20Ambivalent%20Legacy%20of%20the%20Crisaeans_%20Athens%BF%20Interstate%20Relations%20(and%20the%20Phocian%20Factor)%20in%204th-Century%20Public%20Discourse.pdf,https://iris.unitn.it/retrieve/handle/11572/281048/383702/Franchi%202020%20Klio%20The%20Ambivalent%20Legacy%20of%20the%20Crisaeans_%20Athens%BF%20Interstate%20Relations%20(and%20the%20Phocian%20Factor)%20in%204th-Century%20Public%20Discourse.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Franchi20202020Klio20The20Ambivalent20Legacy20of20the20Crisaeans20AthensBF20Interstate20Relations20and20the20Phocian20Factor20in204thCentury20Public20Discoursepdf42
Zignoli-Biral2020_Article_PredictionOfPacingAndCornering.pdf,https://iris.unitn.it/retrieve/handle/11572/281058/383719/Zignoli-Biral2020_Article_PredictionOfPacingAndCornering.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,ZignoliBiral2020ArticlePredictionOfPacingAndCorneringpdf43
La%20Figura%20di%20Madre_Quasar%20Edizioni.pdf,https://iris.unitn.it/retrieve/handle/11572/258242/319957/La%20Figura%20di%20Madre_Quasar%20Edizioni.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,La20Figura20di20MadreQuasar20Edizionipdf44
s13059-020-01964-x.pdf,https://iris.unitn.it/retrieve/handle/11572/262745/332784/s13059-020-01964-x.pdf,,application/pdf,versione editoriale,False,s1305902001964xpdf45
energies-13-04390.pdf,https://iris.unitn.it/retrieve/handle/11572/332428/523430/energies-13-04390.pdf,,application/pdf,versione editoriale,False,energies1304390pdf46
s41591-020-0836-1.pdf,https://iris.unitn.it/retrieve/handle/11572/262730/415249/s41591-020-0836-1.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,s4159102008361pdf47
untitled.pdf,https://iris.unitn.it/retrieve/handle/11572/262733/332755/untitled.pdf,tutti i diritti riservati,application/pdf,preprint,False,untitledpdf48
Why%20it%20s%20still%20worth%20it%20continuing%20to%20supervise%20trainee%20students%20in%20a%20period%20of%20crisis%20in%20Italy.pdf,https://iris.unitn.it/retrieve/handle/11572/240684/378157/Why%20it%20s%20still%20worth%20it%20continuing%20to%20supervise%20trainee%20students%20in%20a%20period%20of%20crisis%20in%20Italy.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Why20it20s20still20worth20it20continuing20to20supervise20trainee20students20in20a20period20of20crisis20in20Italypdf49
Cubelli%202020%20Deontologia.pdf,https://iris.unitn.it/retrieve/handle/11572/354375/581970/Cubelli%202020%20Deontologia.pdf,tutti i diritti riservati,application/pdf,postprint,False,Cubelli20202020Deontologiapdf50
Benozzo-Gherardi%20not-yet%20data.pdf,https://iris.unitn.it/retrieve/handle/11572/298873/432513/Benozzo-Gherardi%20not-yet%20data.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,BenozzoGherardi20notyet20datapdf51
Cubelli%202020%20nudge.pdf,https://iris.unitn.it/retrieve/handle/11572/354386/582028/Cubelli%202020%20nudge.pdf,tutti i diritti riservati,application/pdf,postprint,False,Cubelli20202020nudgepdf52
salvatore-toma-poesie-simone-giorgio-musicaos-editore.pdf,https://iris.unitn.it/retrieve/handle/11572/298984/432741/salvatore-toma-poesie-simone-giorgio-musicaos-editore.pdf,tutti i diritti riservati,application/pdf,0,False,salvatoretomapoesiesimonegiorgiomusicaoseditorepdf53
Ibrahim%20et%20al.%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/262796/332961/Ibrahim%20et%20al.%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Ibrahim20et20al202020pdf54
Sociologia_IIbz[2]_REV.pdf,https://iris.unitn.it/retrieve/handle/11572/354334/581628/Sociologia_IIbz[2]_REV.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,SociologiaIIbz2REVpdf55
Bartocci_2020_ApJ_901_8.pdf,https://iris.unitn.it/retrieve/handle/11572/275947/369739/Bartocci_2020_ApJ_901_8.pdf,,application/pdf,versione editoriale,False,Bartocci2020ApJ9018pdf56
Bellabarba-2020.12.11-pdf2.pdf,https://iris.unitn.it/retrieve/handle/11572/275957/407922/Bellabarba-2020.12.11-pdf2.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Bellabarba20201211pdf2pdf57
7.%20Fire%20at%20Sea.pdf,https://iris.unitn.it/retrieve/handle/11572/275962/369769/7.%20Fire%20at%20Sea.pdf,,application/pdf,versione editoriale,False,720Fire20at20Seapdf58
22-Malvagna-Rabitti.pdf,https://iris.unitn.it/retrieve/handle/11572/298752/432262/22-Malvagna-Rabitti.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,22MalvagnaRabittipdf59
1720-951X-28801-15.pdf,https://iris.unitn.it/retrieve/handle/11572/298750/432258/1720-951X-28801-15.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1720951X2880115pdf60
Elisa%20Ravazzolo_Il%20passato%20nel%20presente_2020.pdf,https://iris.unitn.it/retrieve/handle/11572/293552/447376/Elisa%20Ravazzolo_Il%20passato%20nel%20presente_2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Elisa20RavazzoloIl20passato20nel20presente2020pdf61
Collana%20della%20facolt%E0%20di%20Giurisprudenza%20voume%2026.pdf,https://iris.unitn.it/retrieve/handle/11572/263017/336333/Collana%20della%20facolt%E0%20di%20Giurisprudenza%20voume%2026.pdf,,application/pdf,versione editoriale,False,Collana20della20facoltE020di20Giurisprudenza20voume2026pdf62
Tolkien%20Leaf%20by%20Niggle%20pre.pdf,https://iris.unitn.it/retrieve/handle/11572/354609/582594/Tolkien%20Leaf%20by%20Niggle%20pre.pdf,tutti i diritti riservati,application/pdf,preprint,False,Tolkien20Leaf20by20Niggle20prepdf63
2020.lrec-1.342.pdf,https://iris.unitn.it/retrieve/handle/11572/263131/526093/2020.lrec-1.342.pdf,,application/pdf,versione editoriale,False,2020lrec1342pdf64
200628_EAGE_abstract_SOLSA_Expert_System-24-161-Le_Guen-Monique.pdf,https://iris.unitn.it/retrieve/handle/11572/308093/461469/200628_EAGE_abstract_SOLSA_Expert_System-24-161-Le_Guen-Monique.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,200628EAGEabstractSOLSAExpertSystem24161LeGuenMoniquepdf65
Coller%20Collini%20-%20FA%20-%20Capitolo.pdf,https://iris.unitn.it/retrieve/handle/11572/308085/461447/Coller%20Collini%20-%20FA%20-%20Capitolo.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Coller20Collini2020FA2020Capitolopdf66
Sicurelli%20e%20Pollack%20in%20Zimmermann%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/354643/582692/Sicurelli%20e%20Pollack%20in%20Zimmermann%202020.pdf,tutti i diritti riservati,application/pdf,postprint,False,Sicurelli20e20Pollack20in20Zimmermann202020pdf67
2020_Book_AerospaceAlloys_sample.pdf,https://iris.unitn.it/retrieve/handle/11572/354642/582850/2020_Book_AerospaceAlloys_sample.pdf,,application/pdf,abstract,False,2020BookAerospaceAlloyssamplepdf68
1-s2.0-S0021869320301770-main.pdf,https://iris.unitn.it/retrieve/handle/11572/263229/583686/1-s2.0-S0021869320301770-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0021869320301770mainpdf69
Per%20una%20teologia%20comparata%20della%20mistica.pdf,https://iris.unitn.it/retrieve/handle/11572/293532/417552/Per%20una%20teologia%20comparata%20della%20mistica.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Per20una20teologia20comparata20della20misticapdf70
0719-0646-cubo-22-03-379.pdf,https://iris.unitn.it/retrieve/handle/11572/293545/417595/0719-0646-cubo-22-03-379.pdf,,application/pdf,versione editoriale,False,07190646cubo2203379pdf71
2020_PRApplied_maglev.pdf,https://iris.unitn.it/retrieve/handle/11572/343846/556203/2020_PRApplied_maglev.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,2020PRAppliedmaglevpdf72
2020_PRLkinjalk.pdf,https://iris.unitn.it/retrieve/handle/11572/343848/556207/2020_PRLkinjalk.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,2020PRLkinjalkpdf73
237-Valentini-PS-rubber_JPOE-2020.pdf,https://iris.unitn.it/retrieve/handle/11572/263381/334567/237-Valentini-PS-rubber_JPOE-2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,237ValentiniPSrubberJPOE2020pdf74
6_Teilhard%20de%20Chardin%20profeta.pdf,https://iris.unitn.it/retrieve/handle/11572/293391/417216/6_Teilhard%20de%20Chardin%20profeta.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,6Teilhard20de20Chardin20profetapdf75
introd.pdf,https://iris.unitn.it/retrieve/handle/11572/294939/420952/introd.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,introdpdf76
Recens_GeoAnt2020.pdf,https://iris.unitn.it/retrieve/handle/11572/293421/417281/Recens_GeoAnt2020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,RecensGeoAnt2020pdf77
1-s2.0-S0022309320305020-main.pdf,https://iris.unitn.it/retrieve/handle/11572/276365/370757/1-s2.0-S0022309320305020-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0022309320305020mainpdf78
Franch%20Capitolo%204.pdf,https://iris.unitn.it/retrieve/handle/11572/276367/370763/Franch%20Capitolo%204.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Franch20Capitolo204pdf79
TRENTINO_FORTIN_GiornataMondialeEP_2020(rassegna_stampaUNITN).pdf,https://iris.unitn.it/retrieve/handle/11572/276401/370795/TRENTINO_FORTIN_GiornataMondialeEP_2020(rassegna_stampaUNITN).pdf,tutti i diritti riservati,application/pdf,0,False,TRENTINOFORTINGiornataMondialeEP2020rassegnastampaUNITNpdf80
The%20People%20and%20the%20Nation_2020_Chapt1.pdf,https://iris.unitn.it/retrieve/handle/11572/246746/290041/The%20People%20and%20the%20Nation_2020_Chapt1.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,The20People20and20the20Nation2020Chapt1pdf81
The%20People%20and%20the%20Nation_2020_Chapt2.pdf,https://iris.unitn.it/retrieve/handle/11572/246750/290049/The%20People%20and%20the%20Nation_2020_Chapt2.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,The20People20and20the20Nation2020Chapt2pdf82
The%20People%20and%20the%20Nation_2020_full%20book.pdf,https://iris.unitn.it/retrieve/handle/11572/246744/290037/The%20People%20and%20the%20Nation_2020_full%20book.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,The20People20and20the20Nation2020full20bookpdf83
Matteo%20Cosulich%20Lo%20Stato%202020.pdf,https://iris.unitn.it/retrieve/handle/11572/299270/433343/Matteo%20Cosulich%20Lo%20Stato%202020.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Matteo20Cosulich20Lo20Stato202020pdf84
Nesi_Frontiere_Gnosis_2020_compresso.pdf,https://iris.unitn.it/retrieve/handle/11572/248617/381577/Nesi_Frontiere_Gnosis_2020_compresso.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,NesiFrontiereGnosis2020compressopdf85
The%20People%20and%20the%20Nation_2020_Chapt13.pdf,https://iris.unitn.it/retrieve/handle/11572/246752/290053/The%20People%20and%20the%20Nation_2020_Chapt13.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,The20People20and20the20Nation2020Chapt13pdf86
1-s2.0-S0360132320305266-main.pdf,https://iris.unitn.it/retrieve/handle/11572/276412/370819/1-s2.0-S0360132320305266-main.pdf,,application/pdf,versione editoriale,False,1s20S0360132320305266mainpdf87
s13014-020-01671-8.pdf,https://iris.unitn.it/retrieve/handle/11572/276416/370827/s13014-020-01671-8.pdf,,application/pdf,versione editoriale,False,s13014020016718pdf88
Pavese%20Whitman.pdf,https://iris.unitn.it/retrieve/handle/11572/299272/433347/Pavese%20Whitman.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Pavese20Whitmanpdf89
Proton%20or%20photon%20radiosurgery%20for%20cardi...eath%20and%20ECG%20gated%20robust%20optimization.pdf,https://iris.unitn.it/retrieve/handle/11572/276418/440327/Proton%20or%20photon%20radiosurgery%20for%20cardi...eath%20and%20ECG%20gated%20robust%20optimization.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Proton20or20photon20radiosurgery20for20cardieath20and20ECG20gated20robust20optimizationpdf90
IBMB2020_Weil%20et%20al.pdf,https://iris.unitn.it/retrieve/handle/11572/276420/370835/IBMB2020_Weil%20et%20al.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,IBMB2020Weil20et20alpdf91
1-s2.0-S0022247X20304789-main.pdf,https://iris.unitn.it/retrieve/handle/11572/330241/581156/1-s2.0-S0022247X20304789-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0022247X20304789mainpdf92
1-s2.0-S1574954120301229-main.pdf,https://iris.unitn.it/retrieve/handle/11572/276448/370916/1-s2.0-S1574954120301229-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S1574954120301229mainpdf93
prefazione%20in%20Andreotti-Gaiatto.pdf,https://iris.unitn.it/retrieve/handle/11572/276255/370453/prefazione%20in%20Andreotti-Gaiatto.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,prefazione20in20AndreottiGaiattopdf94
Pinamonti-Speight2020_Article_UniversalDifferentiabilitySets.pdf,https://iris.unitn.it/retrieve/handle/11572/276261/557981/Pinamonti-Speight2020_Article_UniversalDifferentiabilitySets.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,PinamontiSpeight2020ArticleUniversalDifferentiabilitySetspdf95
Seismic%20retrofit%20of%20masonry%20infilled%20frames%20by%20using%20timber%20panels.pdf,https://iris.unitn.it/retrieve/handle/11572/276307/370633/Seismic%20retrofit%20of%20masonry%20infilled%20frames%20by%20using%20timber%20panels.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Seismic20retrofit20of20masonry20infilled20frames20by20using20timber20panelspdf96
Annals_Minority%20languages.pdf,https://iris.unitn.it/retrieve/handle/11572/276278/370537/Annals_Minority%20languages.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,AnnalsMinority20languagespdf97
High%20performance%20connections%20to%20mitigate%20seismic%20damage%20in%20cross%20laminated%20timber%20(CLT)%20structures.pdf,https://iris.unitn.it/retrieve/handle/11572/276311/370643/High%20performance%20connections%20to%20mitigate%20seismic%20damage%20in%20cross%20laminated%20timber%20(CLT)%20structures.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,High20performance20connections20to20mitigate20seismic20damage20in20cross20laminated20timber20CLT20structurespdf98
s41598-020-72554-x.pdf,https://iris.unitn.it/retrieve/handle/11572/276313/407443/s41598-020-72554-x.pdf,,application/pdf,versione editoriale,False,s4159802072554xpdf99
1-s2.0-S0024379520303189-main.pdf,https://iris.unitn.it/retrieve/handle/11572/299171/433157/1-s2.0-S0024379520303189-main.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,1s20S0024379520303189mainpdf100
Dacrema-ContentiousPolitics.pdf,https://iris.unitn.it/retrieve/handle/11572/276324/370665/Dacrema-ContentiousPolitics.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,DacremaContentiousPoliticspdf101
Giudizio%20di%20valore.pdf,https://iris.unitn.it/retrieve/handle/11572/299217/433226/Giudizio%20di%20valore.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Giudizio20di20valorepdf102
fahmi19tro.pdf,https://iris.unitn.it/retrieve/handle/11572/336534/538885/fahmi19tro.pdf,tutti i diritti riservati,application/pdf,preprint,False,fahmi19tropdf103
Motion_Planning_for_Quadrupedal_Locomotion_Coupled_Planning_Terrain_Mapping_and_Whole-Body_Control.pdf,https://iris.unitn.it/retrieve/handle/11572/348128/565503/Motion_Planning_for_Quadrupedal_Locomotion_Coupled_Planning_Terrain_Mapping_and_Whole-Body_Control.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,MotionPlanningforQuadrupedalLocomotionCoupledPlanningTerrainMappingandWholeBodyControlpdf104
Feasible_Region_An_Actuation-Aware_Extension_of_the_Support_Region.pdf,https://iris.unitn.it/retrieve/handle/11572/335381/535906/Feasible_Region_An_Actuation-Aware_Extension_of_the_Support_Region.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,FeasibleRegionAnActuationAwareExtensionoftheSupportRegionpdf105
balducci%20e%20van%20der%20broeck.pdf,https://iris.unitn.it/retrieve/handle/11572/276354/370735/balducci%20e%20van%20der%20broeck.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,balducci20e20van20der20broeckpdf106
Vezza_2020_glass-eel.pdf,https://iris.unitn.it/retrieve/handle/11572/276558/371273/Vezza_2020_glass-eel.pdf,,application/pdf,versione editoriale,False,Vezza2020glasseelpdf107
[Physiognomien%20des%20Lebens]%20Frontmatter.pdf,https://iris.unitn.it/retrieve/handle/11572/276562/371299/[Physiognomien%20des%20Lebens]%20Frontmatter.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Physiognomien20des20Lebens20Frontmatterpdf108
48598%20interno.pdf,https://iris.unitn.it/retrieve/handle/11572/299471/433696/48598%20interno.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,4859820internopdf109
1-s2.0-S2095756420301185-main.pdf,https://iris.unitn.it/retrieve/handle/11572/276609/371442/1-s2.0-S2095756420301185-main.pdf,,application/pdf,versione editoriale,False,1s20S2095756420301185mainpdf110
LTRP_42_Izzo_def_1.10.20_.pdf,https://iris.unitn.it/retrieve/handle/11572/276458/370960/LTRP_42_Izzo_def_1.10.20_.pdf,,application/pdf,versione editoriale,False,LTRP42Izzodef11020pdf111
s00023-020-00929-x.pdf,https://iris.unitn.it/retrieve/handle/11572/330372/581176/s00023-020-00929-x.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,s0002302000929xpdf112
IJIOME_1.pdf,https://iris.unitn.it/retrieve/handle/11572/330334/524081/IJIOME_1.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,IJIOME1pdf113
Nicoletti_merged.pdf,https://iris.unitn.it/retrieve/handle/11572/276539/371239/Nicoletti_merged.pdf,tutti i diritti riservati,application/pdf,versione editoriale,False,Nicolettimergedpdf114
Sade_couv_EP3.pdf,https://iris.unitn.it/retrieve/handle/11572/276541/371244/Sade_couv_EP3.pdf,tutti i diritti riservati,application/pdf,0,False,SadecouvEP3pdf115
